CONS_NO,FLAG,loc_score,pred_interval_start,pred_interval_end,interval_confidence,att_m01,att_m02,att_m03,att_m04,att_m05,att_m06,att_m07,att_m08,att_m09,att_m10,att_m11,att_m12,att_m13,att_m14,att_m15,att_m16,att_m17,att_m18,att_m19,att_m20,att_m21,att_m22,att_m23,att_m24,att_m25,att_m26,att_m27,att_m28,att_m29,att_m30,att_m31,att_m32,att_m33,att_m34
0387DD8A07E07FDA6271170F86AD9151,1,0.6172694,13,30,0.04251854390733772,0.00888133,0.015910616,0.01696918,0.01974714,0.020286659,0.022024794,0.023486035,0.033567738,0.011322694,0.0062333033,0.008880295,0.018797157,0.0066422257,0.0789868,0.053676557,0.046348028,0.036763933,0.031470668,0.029567637,0.03396306,0.033176288,0.03214526,0.028833281,0.029364426,0.035332624,0.052854545,0.05364901,0.052578695,0.04639787,0.04281531,0.047409803,0.008597388,0.0061847395,0.00713499
01D6177B5D4FFE0CABA9EF17DAFC2B84,1,0.81906044,0,14,0.061551400398214655,0.1372225,0.01663539,0.009209802,0.008832043,0.0048052347,0.0038370856,0.0029791293,0.006219167,0.052772824,0.09677204,0.09367258,0.18645209,0.082792215,0.041638542,0.17943037,0.01300897,0.00464444,0.002359226,0.004162364,0.0048415405,0.0030444595,0.0029318233,0.0028407131,0.0029291895,0.0024017186,0.0040386254,0.0021563675,0.0046824454,0.0018670565,0.0020186596,0.0026483433,0.005925271,0.0029864185,0.007241318
4B75AC4F2D8434CFF62DB64D0BB43103,1,0.8672363,24,26,0.22034976879755655,0.0004404584,0.0015149467,0.001663381,0.0031676097,0.0034683382,0.010272338,0.010005997,0.0026127822,0.0036499249,0.0028871698,0.00293887,0.0022307918,0.002433694,0.0014990909,0.0015075726,0.001569044,0.0008840045,0.0011675333,0.0023696432,0.004557973,0.0045496975,0.08512619,0.023713626,0.05927495,0.24464276,0.16576296,0.25064358,0.09278862,0.0020150323,0.00094938703,0.0011368219,0.0012469132,0.0021325222,0.005175804
B32AC8CC6D5D805AC053557AB05F5343,1,0.6160376,13,25,0.04064433849774874,0.010362873,0.015328551,0.02242913,0.028573303,0.031285726,0.035382796,0.0412346,0.04211057,0.041575424,0.0362252,0.034508202,0.037268013,0.0399865,0.04549915,0.039654184,0.03546914,0.035333283,0.041834358,0.044039596,0.043795638,0.040555447,0.040179808,0.040723573,0.03981752,0.033991724,0.04748298,0.010999244,0.004715187,0.007963135,0.0052612424,0.005101628,0.0047979644,0.008497122,0.008017235
EDFC78B07BA2908B3395C4EB2304665E,1,0.97661567,0,0,0.9072283506393433,0.90722835,0.006242875,0.0031302704,0.002094563,0.00070090126,0.00069882587,0.00073378236,0.000654536,0.000611719,0.0006266104,0.0006174022,0.00062698225,0.0006612767,0.00064792304,0.0006793964,0.0007336876,0.000753749,0.00070331985,0.00063073233,0.00061041705,0.00067258964,0.0007991055,0.0008655066,0.0008982421,0.0014012518,0.0046522836,0.0017037344,0.0022727996,0.0012707838,0.0016545561,0.001231535,0.0015545667,0.002179121,0.04945667
6BCFD78138BC72A9BA1BFB0B79382192,1,0.86660904,19,22,0.2065868154168129,0.0009297638,0.00079574547,0.00052910805,0.000540973,0.0005786983,0.00039039773,0.00019764592,0.00036150162,0.00045828274,0.00068575476,0.0015033665,0.003926721,0.00431844,0.003238717,0.00037759752,0.00041426407,0.0007664419,0.0021844981,0.0115848845,0.11482975,0.22919957,0.27895987,0.20335807,0.049480885,0.0014749322,0.001718058,0.00055712,0.000841174,0.0009768846,0.007621963,0.03513868,0.01497518,0.005300694,0.021784462
34C1954AA3703C4F8BD8EAEA7C4B7B83,1,0.95422065,25,25,0.7192059755325317,0.00062897627,0.00014527167,0.0002989802,0.00028764698,0.00031760766,0.00033696627,0.00010062031,0.000122056466,0.0001045083,0.00021891126,0.00014083798,0.00011281737,0.00010065294,0.00013424201,0.00014511659,0.00015046813,0.00019515265,0.00078660995,0.0009683595,0.0021534695,0.002170822,0.00438271,0.017139561,0.06760338,0.116980046,0.719206,0.038733378,0.024819383,0.00023218466,0.00051757594,0.00024323612,0.00036367148,8.877011e-05,7.004041e-05
768309B0EB11FD436CEE5ABFB84F4C0C,1,0.9537732,16,17,0.45084797590970993,0.00027010837,0.00028452885,0.00017981858,8.969678e-05,9.70155e-05,0.000102957485,0.00012809417,0.00015151576,0.00018315826,0.00028751185,0.0004151997,0.001466193,0.004113156,0.008147249,0.016596653,0.053811915,0.65872437,0.24297158,0.008236556,0.00017576119,0.00024430433,0.00018198423,0.00018936706,0.00012681136,0.00032505713,0.00064624683,0.00057248864,0.0003235749,0.00020095485,0.00016298842,0.00022696283,0.00019839688,0.0001207063,4.7229256e-05
D0A186208CE83FBCCF730857C9A75B6F,1,0.85791767,0,0,0.44897767901420593,0.44897768,0.0011766765,0.00223442,0.0040752534,0.00709114,0.023090867,0.048410475,0.10241309,0.024067823,0.017242562,0.0011078522,0.0016232206,0.00089669856,0.0016351944,0.00823495,0.005364158,0.01716276,0.0034559653,0.0033635981,0.0026945996,0.0026019004,0.002889662,0.0035425941,0.005792501,0.09534867,0.00512457,0.0080722775,0.026685288,0.070239425,0.03810197,0.010461115,0.002804239,0.0025705097,0.0014463137
516954F5FF177CE314656D727FCC66A5,1,0.9803156,2,2,0.9535683989524841,0.0010886437,0.0067554796,0.9535684,0.026494218,0.001526696,0.0008431132,0.0006790187,0.00048355034,0.000400469,0.00032634448,0.00025254674,0.00022233101,0.00022195392,0.00024230086,0.0002545787,0.00024588523,0.00021294311,0.00018540169,0.0001700691,0.00018731543,0.00021848847,0.00025436928,0.0002467499,0.00023512392,0.0002228968,0.0019162667,0.0010719202,0.00015994183,0.00022469235,0.00047713213,0.00030392554,9.384999e-05,0.000129217,8.411383e-05
C7952FEE130E744EC8CAA7490F72D3F4,1,0.89881134,9,25,0.05390634546604227,0.00013149912,0.00015823293,0.0006973287,0.006874876,0.0142011065,0.03358546,0.0138906455,0.0009374701,0.0004267639,0.12454151,0.026376957,0.0088084135,0.008540352,0.008059628,0.0063972604,0.005863761,0.0064981855,0.0075955545,0.0076733236,0.006328289,0.005517308,0.0056371936,0.006230029,0.0076226033,0.19782336,0.47689414,0.00093630946,0.00030960538,0.0068342327,0.0022478553,0.00025159307,0.00020482176,0.0011361812,0.00076812523
