CONS_NO,FLAG,loc_score,pred_interval_start,pred_interval_end,interval_confidence,att_m01,att_m02,att_m03,att_m04,att_m05,att_m06,att_m07,att_m08,att_m09,att_m10,att_m11,att_m12,att_m13,att_m14,att_m15,att_m16,att_m17,att_m18,att_m19,att_m20,att_m21,att_m22,att_m23,att_m24,att_m25,att_m26,att_m27,att_m28,att_m29,att_m30,att_m31,att_m32,att_m33,att_m34
0387DD8A07E07FDA6271170F86AD9151,1,0.6219548,25,29,0.061904062330722806,0.014391295,0.015089652,0.018900394,0.025599575,0.030750876,0.037875306,0.042323183,0.040955912,0.0062462525,0.0030055572,0.008037916,0.010208686,0.009807205,0.034224596,0.036371954,0.02793713,0.024653384,0.024698181,0.026057927,0.027102875,0.029059684,0.029866992,0.028213248,0.031333946,0.04096094,0.056823082,0.065057695,0.072588585,0.065198064,0.049852885,0.04264673,0.011575357,0.0062538553,0.0063310773
01D6177B5D4FFE0CABA9EF17DAFC2B84,1,0.80680186,0,14,0.06262092026881874,0.24043952,0.026673554,0.008205769,0.008718883,0.0075225863,0.0051216744,0.0032824685,0.009537404,0.052148756,0.086359896,0.09510169,0.13890381,0.053271607,0.04761233,0.15641385,0.008541507,0.0037531718,0.002053362,0.0032874339,0.006038512,0.005014259,0.004198391,0.0032782562,0.0021206087,0.00085536245,0.0006806205,0.0004763711,0.00064968027,0.0018900845,0.0011360028,0.001295953,0.0056506926,0.0017057513,0.008060243
4B75AC4F2D8434CFF62DB64D0BB43103,1,0.8519824,21,27,0.13149563329560415,0.00062778837,0.003918711,0.0023165974,0.003571888,0.003865778,0.007768078,0.0048917322,0.002158218,0.0018688414,0.001632671,0.0015827423,0.0013133339,0.0020562294,0.0006759844,0.00074895617,0.001077234,0.00062660495,0.00091309217,0.003925678,0.0053177355,0.017252233,0.11359821,0.028416343,0.10465865,0.17222889,0.120819576,0.27683926,0.10390851,0.002015105,0.0009540548,0.00097653805,0.0015511645,0.0036843617,0.0022390345
B32AC8CC6D5D805AC053557AB05F5343,1,0.7081828,24,25,0.13489440828561783,0.008798368,0.013335518,0.018924398,0.022736285,0.025261454,0.029241621,0.035846736,0.035227966,0.031749107,0.024445219,0.021500384,0.020824652,0.02094718,0.030403806,0.027913181,0.026035957,0.025804628,0.033783365,0.03945807,0.04205861,0.04187642,0.042581297,0.04294397,0.04962945,0.07457578,0.19521303,0.008659261,0.0011245391,0.0019787066,0.0012752222,0.0018841728,0.001126425,0.0015389291,0.0012963235
EDFC78B07BA2908B3395C4EB2304665E,1,0.96409744,0,33,0.029411765921395272,0.6858268,0.013404939,0.0078063803,0.003772666,0.0010587062,0.0010528407,0.0009824561,0.000965574,0.0009745666,0.0010417599,0.0010994083,0.0011090349,0.001115815,0.0011521535,0.0012133011,0.0013160573,0.0014373763,0.0015614495,0.0016551162,0.0017301266,0.0017200575,0.0016463294,0.0015056408,0.0012236874,0.0011199835,0.0045688134,0.0018541089,0.0015154141,0.0018445808,0.0015483514,0.0009476787,0.001214914,0.001459718,0.24755426
6BCFD78138BC72A9BA1BFB0B79382192,1,0.874869,19,22,0.22124262899160385,0.00257801,0.0022286724,0.00093856873,0.0005651149,0.00041297163,0.00023407684,0.00017933581,0.00019749913,0.00012074739,0.00017843726,0.00047780506,0.0011781673,0.0012813112,0.00088618253,0.00017692898,0.0002972504,0.00052941515,0.0023997955,0.015046463,0.11966658,0.19390243,0.3172858,0.2541157,0.035501264,0.00046787516,0.0003190207,0.00011236529,0.00023841432,0.00024750535,0.0009454926,0.0046416,0.00147694,0.0014220874,0.039750278
34C1954AA3703C4F8BD8EAEA7C4B7B83,1,0.9536509,25,25,0.7401704788208008,0.00039595444,9.318383e-05,0.00020817592,0.000156121,0.0001247681,0.00015863884,5.5643617e-05,0.000115654715,8.745767e-05,9.4372575e-05,4.574196e-05,4.3373002e-05,3.4671506e-05,4.8936832e-05,5.4797976e-05,5.7606387e-05,0.00020176775,0.00064147834,0.00096541387,0.0027475841,0.0027808428,0.0048913183,0.009237962,0.025085427,0.033913303,0.7401705,0.15508929,0.021702593,9.864332e-05,0.00023677752,0.00016456327,0.00022317811,4.2703417e-05,3.1490228e-05
768309B0EB11FD436CEE5ABFB84F4C0C,1,0.9592793,16,17,0.4797438681125641,0.00021151271,0.00031811558,0.00017151213,0.00012122464,0.000121831144,9.194561e-05,8.6101776e-05,8.41776e-05,9.63385e-05,8.3130835e-05,0.00016013913,0.0006569919,0.0015111469,0.0022380475,0.0064455895,0.022480022,0.7015724,0.25791532,0.0044782604,9.187592e-05,8.1153245e-05,6.211225e-05,7.456264e-05,5.1087514e-05,7.286479e-05,0.00018072638,0.00011952508,7.878742e-05,5.077544e-05,6.848899e-05,9.197007e-05,7.6247976e-05,2.754564e-05,2.8353248e-05
D0A186208CE83FBCCF730857C9A75B6F,1,0.7604316,0,9,0.06745161176659167,0.16225578,0.0023394586,0.014274376,0.013510185,0.04792445,0.10899754,0.030588886,0.144974,0.049493615,0.100157835,0.0025354836,0.0024527991,0.0011876757,0.0018517674,0.0077955183,0.011961304,0.016403897,0.007269818,0.0063086096,0.004737641,0.004868741,0.005542676,0.0056638336,0.0053581977,0.04887749,0.0289971,0.012845929,0.042772584,0.068974644,0.018614829,0.0112193115,0.0034503199,0.002934439,0.0028593326
516954F5FF177CE314656D727FCC66A5,1,0.89214694,1,2,0.40232299268245697,0.03801787,0.28749964,0.51714635,0.047762364,0.005765972,0.0034932985,0.0027651428,0.002128924,0.0017220391,0.0014479922,0.0012807095,0.0011490119,0.0010400994,0.0009977,0.0010165584,0.001086511,0.0011575267,0.0012389515,0.0012473481,0.0011769404,0.0011673861,0.001169244,0.0011649688,0.0012768497,0.002133533,0.060623683,0.00079088,0.0010515677,0.0017410407,0.0032740668,0.0014115946,0.0022584833,0.0020572064,0.0007385678
C7952FEE130E744EC8CAA7490F72D3F4,1,0.7589178,9,25,0.0451263183289591,0.00017458787,0.0002219875,0.0027760786,0.05319233,0.025715787,0.066431694,0.071793236,0.0012264431,0.0014185417,0.2028719,0.099452235,0.019260986,0.01639911,0.019719163,0.017732194,0.013732398,0.011276528,0.01050893,0.009395247,0.008630255,0.008639808,0.00924515,0.009642091,0.007888874,0.17440745,0.12834509,0.00044605092,0.00035448105,0.003974893,0.00095790974,0.00049477676,0.0003342507,0.0010096328,0.0023299372
E34D1B467A365835A4A8AAD9395D49AA,1,0.5918675,23,30,0.047430813778191805,0.009327366,0.012329307,0.018522168,0.02689254,0.03203801,0.034897536,0.034873497,0.0330353,0.026737014,0.0028524273,0.0113283675,0.0044101137,0.009078436,0.024828685,0.031489316,0.028562807,0.028248847,0.030151898,0.030660057,0.030835116,0.03305227,0.038066365,0.04118664,0.04634683,0.05474257,0.06603526,0.06451327,0.040415473,0.02403339,0.028155848,0.055203862,0.0379313,0.0022590007,0.0069592292
9F61C13255D1183B179753742A24BFAD,1,0.9308347,32,32,0.7507167458534241,0.00029614725,0.0005929213,0.0020248282,0.001659061,0.0012507101,0.0016747847,0.0022053325,0.0013082484,0.0010768359,0.025507076,0.0013229913,0.0012995341,0.0006873532,0.00015940775,0.00010939552,8.962634e-05,0.00024307382,0.00013079752,0.00017905918,0.00023806452,0.00026487192,0.00045314635,0.0006792293,0.0022563078,0.0014654894,0.00037427776,0.00029542553,0.00018689605,0.00017905064,0.0013814813,0.006071253,0.15108712,0.75071675,0.04253339
F1D26619E4BC428924BAF5261F705D18,1,0.7970507,11,30,0.04831364259298425,0.00014058776,0.0001844387,0.00015130176,0.00017959373,0.0001775378,0.00019189698,0.00024818943,0.00022166823,0.00087790086,0.0038354641,0.026339369,0.25373596,0.14639753,0.05699894,0.0005664077,0.0005125983,0.0003913936,0.001821055,0.008587043,0.005693461,0.0023507662,0.0029199312,0.0030991773,0.0055948305,0.011633866,0.02746769,0.046743337,0.08411969,0.09830246,0.11443976,0.09489695,0.0003409459,0.00023739859,0.00060087163
EB2DCE9143BF42A1C7E5E218BB77B6A6,1,0.84529996,22,24,0.22286867101987204,0.001357895,0.0016777811,0.0013537639,0.00058574026,0.0014703701,0.0018709835,0.0016872513,0.00094463344,0.0015606578,0.0014402965,0.0014707627,0.003178561,0.0045598247,0.0016998708,0.002834557,0.0067874133,0.0076247375,0.0004036036,0.0023687123,0.0040939,0.005104174,0.013257265,0.17642808,0.27561253,0.2165654,0.06546229,0.08836901,0.0933904,0.009946136,0.00048682195,0.00039509728,0.00047302805,0.0027842396,0.0027541928
E89F2AD4B103F2E2045EE0F4E60429BC,1,0.83131045,1,4,0.1695846077054739,0.080044396,0.31701103,0.114241734,0.103662394,0.14342327,0.09188675,0.06929812,0.0028033317,0.000791129,0.00065414706,0.00080134557,0.00047046735,0.00032567972,0.00023615875,0.00026701103,0.00028237936,0.00025814938,0.0005644058,0.0010437437,0.0008678434,0.0010552361,0.0019092337,0.008081163,0.00918911,0.0135652665,0.0053767636,0.009595965,0.004265245,0.005106666,0.00221832,0.004763185,0.0029438895,0.001748286,0.0012481158
441D4A577AAD02F6C003644640C2619C,1,0.67718655,20,27,0.08064116816967726,0.0063732006,0.007845706,0.009888809,0.013968667,0.014344644,0.009916553,0.0073462287,0.0055628964,0.0045692706,0.006352569,0.0068799774,0.01920363,0.007940627,0.008903515,0.0110524995,0.005999604,0.010511987,0.019370265,0.032312285,0.059026204,0.06650362,0.078748226,0.057906136,0.043726996,0.09011314,0.08535273,0.11904876,0.10372974,0.040133506,0.006994534,0.0052046,0.0061006504,0.012636149,0.016432116
